SMILES,Cp,Molar Mass (g/mol)
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,1447.56,254.11
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1445.68,304.12
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1444.33,354.13
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1442.52,454.15
*CC(*)C(=O)OCCOC,1586.29,130.14
*CC(*)C(=O)OCCOCC,1607.8,144.17
*CC(*)C(=O)OCCCOC,1607.8,144.17
*CC(*)C(=O)OCCCOCC,1625.49,158.19
*CC(*)C(=O)OCCOCC(F)(F)F,1518.51,198.14
*CC(*)C(=O)OCCOC(F)(F)C(F)F,1498.33,216.13
*CC(*)C(=O)OCCOCC(F)(F)C(F)(F)C(F)(F)F,1490.87,298.16
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,1458.0,270.11
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,1454.58,320.12
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,1452.08,370.13
*CC(*)C(=O)OCCCCCOC(F)(C(F)(F)F)C(F)(F)F,1518.08,326.21
*CC(*)C(=O)OCCCCCCCCCCCOC(F)(C(F)(F)F)C(F)(F)F,1577.41,410.37
*CC(*)C(=O)OCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1416.04,639.35
*CC(*)(C)C(=O)O,1360.12,86.09
*CC(*)(C)C(=O)OC,1558.22,100.11
*CC(*)(C)C(=O)OCC,1588.84,114.14
*CC(*)(C)C(=O)OCCC,1612.75,128.17
*CC(*)(C)C(=O)OC(C)C,1615.41,128.17
*CC(*)(C)C(=O)OCCCC,1631.95,142.19
*CC(*)(C)C(=O)OC(C)CC,1634.34,142.19
*CC(*)(C)C(=O)OCC(C)C,1634.34,142.19
*CC(*)(C)C(=O)OC(C)(C)C,1640.6,142.19
*CC(*)(C)C(=O)OCCCCCC,1660.85,170.24
*CC(*)(C)C(=O)OCCCCCCCC,1681.58,198.3
*CC(*)(C)C(=O)OCCCCCCCCCCCC,1709.32,254.4
*CC(*)(C)C(=O)OCCCCCCCCCCCCCC,1719.05,282.45
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCC,1727.03,310.5
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCCCC,1733.69,338.56
*CC(*)(C)C(=O)OC1CCCCC1,1561.63,168.23
*CC(*)(C)C(=O)OC1CCCCC1C,1582.41,182.25
*CC(*)(C)C(=O)OC1CCC(C)CC1,1582.41,182.25
*CC(*)(C)C(=O)OC1CCCC(C)C1,1582.41,182.25
*CC(*)(C)C(=O)OC1CC(C)CC(C)(C)C1,1618.26,210.31
*CC(*)(C)C(=O)Oc1ccccc1,1310.03,162.18
*CC(*)(C)C(=O)Oc1ccccc1C,1367.72,176.21
*CC(*)(C)C(=O)OCc1ccccc1,1349.61,176.21
*CC(*)(C)C(=O)OCCc1ccccc1,1383.36,190.23
*CC(*)(C)C(=O)Oc1ccc2ccccc2c1,1245.33,224.25
*CC(*)(C)C(=O)OCCF,1543.68,132.13
*CC(*)(C)C(=O)OCCCl,1334.35,148.58
*CC(*)(C)C(=O)OCCBr,1292.01,193.03
*CC(*)(C)C(=O)OCC(F)(F)F,1489.69,168.12
*CC(*)(C)C(=O)OCC(F)(F)C(F)F,1492.75,200.13
*CC(*)(C)C(=O)OC(C)C(F)(F)F,1516.01,182.14
*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,1462.07,236.12
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,1451.06,254.11
*CC(*)(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,1448.61,304.12
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,1341.74,270.56
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1455.35,468.18
*CC(*)(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1001.68,335.4
*CC(*)(C)C(=O)OCc1ccccc1Cl,1224.36,210.65
*CC(*)(C)C(=O)OCCO,1518.13,130.14
*CC(*)(C)C(=O)OCCOCC,1631.12,158.19
*CC(*)(C)C(=O)OCC1CCCO1,1547.22,170.2
*CC(*)(C)C(=O)OCc1ccco1,1350.97,166.17
*CC(*)(C)C(=O)OCCN(C)C,1649.64,157.21
*CC(*)(C)C(=O)OCCN(CC)CC,1673.52,185.26
*CC(*)(C)C(=O)OCc1cccc([N+](=O)[O-])c1,1355.6,221.21
*CC(*)(Cl)C(=O)OC,1224.26,120.53
*CC(*)(Cl)C(=O)OCC,1285.04,134.56
*CC(*)(Cl)C(=O)OC(C)CC,1377.24,162.61
*CC(*)(Cl)C(=O)OC1CCCCC1,1347.88,188.64
*CC(*)C(N)=O,1301.35,71.08
*CC(*)C(=O)NC(C)C,1523.36,113.16
*CC(*)C(=O)N(CCCC)CCCC,1701.37,183.29
*CC(*)C(=O)NCCCCCCCCCCCC,1671.69,239.39
*CC(*)C(=O)NCCCCCCCCCCCCCC,1685.92,267.44
*CC(*)C(=O)NCCCCCCCCCCCCCCCC,1697.45,295.5
*CC(*)C(=O)NCCCCCCCCCCCCCCCCCC,1706.98,323.55
*CC(*)C(=O)NCCCCCCCCCCCCCCCCCCCCCC,1721.81,379.65
*CC(*)C(=O)OC(CC)CC,1628.08,142.19
*CC(*)(C)C(=O)Oc1cccc(C)c1,1367.72,176.21
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1454.42,286.13
*CC(*)C(=O)OCCOC(F)(C(F)(F)F)C(F)(F)F,1475.24,284.14
*CC(*)C(=O)OCC(CC)CCCC,1669.02,184.27
*CC(*)C(=O)OCCCCCCCCC,1677.09,198.3
*CC(*)C(=O)OC1CCCCC1,1533.51,154.2
*CC(*)C(=O)OC1CC(C)CC(C)(C)C1,1600.21,196.28
*CC(*)(C)C(=O)OCCCCCCCCCC,1697.17,226.35
*CC(*)(C)C(=O)OC1CC2CCC1(C)C2(C)C,1558.73,222.32
*CC(*)(Cl)C(=O)OCCC,1334.35,148.58
*CC(*)(Cl)C(=O)OCCCC,1375.15,162.61
*CC(*)(C#N)C(=O)OC,1309.27,111.1
*CC(*)C(=O)OCC(C)CC,1628.08,142.19
*CC(*)C(=O)OC(C)CCCCC,1657.62,170.24
*CC(*)C(=O)OC(C)CCCCCC,1669.02,184.27
*CC(*)C(=O)OCC(CC)CC,1644.18,156.22
*CC(*)C(=O)OCC(C)(C)C,1634.34,142.19
*CC(*)C(=O)OC(C)CC(C)C,1646.35,156.22
*CC(*)C(=O)OC(CCC(CC)CCCC)CC(C)C,1714.92,268.43
*CC(*)C(=O)OCCC#N,1357.99,125.13
*CC(*)C(=O)OCF,1464.07,104.08
*CC(*)C(=O)OCCOCCOC(F)(F)C(F)F,1539.36,260.19
*CC(*)C(=O)OCCSC,1398.4,146.21
*CC(*)C(=O)OCCCSC,1434.2,160.24
*CC(*)C(=O)OCCSCC,1434.2,160.24
*CC(*)C(=O)OCCCCSC,1464.23,174.26
*CC(*)C(=O)OCCCSCC,1464.23,174.26
*CC(*)C(=O)OCCSCC#N,1280.62,171.22
*CC(*)C(=O)OCCSCCC#N,1320.5,185.25
*CC(*)C(=O)OCCSCCCC#N,1354.77,199.27
*CC(*)C(=O)OCCCSCCC#N,1354.77,199.27
*CC(*)C(=O)OCCCCCCSCC#N,1410.62,227.33
*CC(*)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,1500.05,234.33
*CC(*)C(=O)N1CCCCC1,1547.55,139.19
*CC(*)C(=O)N1CCOCC1,1530.38,141.17
*CC(*)C(=O)Oc1ccccc1,1256.94,148.15
*CC(*)C(=O)Oc1ccccc1C,1324.21,162.18
*CC(*)C(=O)Oc1cccc(C)c1,1324.21,162.18
*CC(*)C(=O)Oc1ccc(C)cc1,1324.21,162.18
*CC(*)C(=O)Oc1ccccc1C(C)(C)C,1429.76,204.26
*CC(*)C(=O)Oc1ccc(C(C)(C)C)cc1,1429.76,204.26
*CC(*)C(=O)Oc1ccc(OC)cc1,1351.11,178.18
*CC(*)C(=O)Oc1ccccc1C(=O)OC,1300.4,206.19
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,1332.69,220.22
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,1300.4,206.19
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,1332.69,220.22
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,1300.4,206.19
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,1332.69,220.22
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,1386.32,248.27
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,1209.48,224.25
*CC(*)C(=O)OCc1ccccc1,1304.54,162.18
*CC(*)C(=O)OCCc1ccccc1,1344.56,176.21
*CC(*)C(=O)Oc1cccc(N(C)C)c1,1398.36,191.22
*CC(*)C(=O)N(C)c1ccccc1,1341.21,161.2
*CC(*)C(=O)Oc1ccc(C#N)cc1,1179.33,173.17
*CC(*)C(=O)OCc1ccc(C#N)cc1,1226.39,187.19
*CC(*)C(=O)Oc1ccccc1Cl,1129.93,182.6
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,1052.44,217.04
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,963.74,321.37
*CC(*)C(=O)Oc1cccc2ccccc12,1166.45,222.23
*CC(*)C(=O)N(C)C,1611.39,99.13
*CC(*)C(=O)NCCCC,1552.0,127.18
*CC(*)C(=O)NC(C)CC,1554.68,127.18
*CC(*)C(=O)NC(C)(C)C,1561.67,127.18
*CC(*)C(=O)N(C(C)C)C(C)C,1686.59,155.24
*CC(*)(C)C(=O)OCCCCC,1647.7,156.22
*CC(*)(C)C(=O)OCC(CC)CCCC,1683.29,198.3
*CC(*)(C)C(=O)OCCC(C)(C)C,1668.08,170.24
*CC(*)(C)C(=O)OC(C)C(C)(C)C,1670.07,170.24
*CC(*)(C)C(=O)OCCC(C)CC(C)(C)C,1697.28,212.32
*CC(*)(C)C(=O)OCCOC,1613.97,144.17
*CC(*)(C)C(=O)OCCOCCO,1574.41,174.19
*CC(*)(C)C(=O)OCC(C)O,1548.63,144.17
*CC(*)(C)C(=O)OCC(O)CO,1495.2,160.17
*CC(*)(C)C(=O)OCCNC(C)(C)C,1609.72,185.26
*CC(*)(C)C(=O)OCCC#N,1409.68,139.15
*CC(*)(C)C(=O)OCC[N+](=O)[O-],1509.47,159.14
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],1519.91,175.14
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,1469.7,268.14
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,1473.88,300.15
*CC(*)(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1443.65,504.16
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1458.77,500.19
*CC(*)(C)C(=O)OCCS(=O)CC,1482.32,190.26
*CC(*)(C)C(=O)O[Si](C)(C)C,1716.46,144.19
*CC(*)(C)C(=O)OCC1(C)COCOC1,1576.0,200.23
*CC(*)(C)C(=O)OCC1(C)COC(C)(C)OC1,1609.82,228.28
*CC(*)(C)C(=O)OCC(C)(C)C1OCC(C)(C)CO1,1632.77,256.33
*CC(*)(C)C(=O)OC12CC3CC(CC(C3)C1)C2,1476.44,220.3
*CC(*)(C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,1520.99,248.35
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,1271.31,201.22
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,1336.73,220.22
*CC(*)(CC)C(=O)OCC,1612.75,128.17
*CC(*)(CC(=O)OCC)C(=O)OCC,1532.85,186.2
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,1596.41,242.31
*CC(*)(C#N)C(=O)OCCCC,1446.1,153.18
*CC(*)(F)C(=O)OC,1472.62,104.08
*CC(*)(CF)C(=O)OC,1512.37,118.11
*CC(*)(CF)C(=O)OCC,1543.68,132.13
*CC(*)(Cl)C(=O)OC(C)C,1336.64,148.58
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,1522.33,294.38
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,1547.13,322.43
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,1567.95,350.48
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,1585.7,378.53
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,1231.53,282.28
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,1283.58,310.33
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,1327.01,338.39
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,1363.78,366.44
*CC(*)C(=O)Oc1ccc(Cl)cc1,1129.93,182.6
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,1231.14,187.19
*CC(*)C(=O)OCCC(C)C,1628.08,142.19
*CC(*)C(=O)OCC(C)CCC,1644.18,156.22
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1450.18,420.14
*CC(*)C(=O)OCCC(C)OC,1627.64,158.19
*CC(*)(C)C(=O)OC1CCC(C(C)(C)C)CC1,1630.08,224.33
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,1464.44,400.17
*CC(*)(C)C(=O)OCC(C)(C)C,1655.57,156.22
*CC(*)(C)C(=O)Oc1ccc(C(C)(C)C)cc1,1458.1,218.28
*CC(*)(CC(=O)OC)C(=O)OC,1484.16,158.15
*C(*)C(=O)OCC,1507.29,86.09
*C(*)C(=O)OC,1448.89,72.06
*C(*)C(=O)OCCC,1549.33,100.11
*CC(*)C(=O)Oc1ccc(C(=O)O)cc1,1192.84,192.16
*CC(*)(C)C(N)=O,1395.2,85.11
*CC(*)(C)C(=O)Oc1ccc(C)cc1,1367.72,176.21
*C1C(=O)N(C2CCCCC2)C(=O)C1*,1404.86,179.21
*CC(*)(CC(=O)OCCCCC)C(=O)OCCCCC,1618.3,270.36
*CC(*)(CC(=O)OCCCCCC)C(=O)OCCCCCC,1636.07,298.41
*CC(*)(CC(=O)OCCC)C(=O)OCCC,1568.79,214.25
*CC(*)(CC(=O)Oc1ccccc1C)C(=O)Oc1ccccc1C,1304.14,310.33
*CC(*)(CC(=O)Oc1cccc(C)c1)C(=O)Oc1cccc(C)c1,1304.14,310.33
*CC(*)(CC(=O)Oc1ccc(C)cc1)C(=O)Oc1ccc(C)cc1,1304.14,310.33
*CC(*)(C#N)C(=O)OCC,1365.1,125.13
*CCC(C(=O)OCC)C(*)C(=O)OCC,1549.33,200.23
*CC(*)C(=O)OCCO,1475.53,116.11
*C1C(=O)N(c2ccccc2)C(=O)C1*,1163.74,173.17
*C1C(=O)N(c2ccc(C)cc2)C(=O)C1*,1229.01,187.19
*CC(*)(C)C(=O)OCCOCCOCCO,1607.97,218.24
*CC(*)(C)C(=O)Oc1ccc(C)cc1C,1427.41,190.23
*CC(*)(C)C(=O)Oc1cc(C)cc(C)c1,1427.41,190.23
*CC(*)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1407.27,625.33
*CC(*)(C)C(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1408.69,625.33
*CC(*)(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1417.44,639.35
*CC(*)(C#N)C(=O)OCCCCCC,1502.01,181.23
*CC(*)(C)C(=O)OCC1CO1,1495.88,142.15
*CC(*)(C)C(=O)OCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1,1438.61,368.45
*CC(*)C(=O)OCCCCCC(=O)Oc1ccc(-c2ccc(C#N)cc2)cc1,1291.53,363.4
*CCCC(*)(C)C(=O)O,1470.04,114.14
*CC(*)(C)C(=O)NC(=O)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,1170.63,392.39
*CC(*)(C)C(=O)NC(=O)OCCOc1ccc(S(=O)(=O)c2ccc(OCCO)cc2)cc1,1263.14,464.49
*CC(*)(C)C(=O)NC(=O)OC(C)COc1ccc(S(=O)(=O)c2ccc(OCC(C)O)cc2)cc1,1295.52,492.54
*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,1076.76,707.96
*CC(*)(C)C(=O)NC(=O)OCCOc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCCO)c(Br)c2)cc1Br,1140.53,780.06
*CC(*)(C)C(=O)NC(=O)OC(C)COc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCC(C)O)c(Br)c2)cc1Br,1164.52,808.11
*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1365.17,324.25
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,1323.43,393.42
*CC(*)(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,1330.48,307.38
*CC(*)C(=O)NCCCCCC(=O)O,1417.5,185.22
*CC(*)C(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,1059.4,557.65
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,1553.78,200.23
*CC(*)C(=O)OC(C)CCC(CC)CCCC,1696.24,226.35
*CC(*)C(=O)OCCCCCCCCCC,1685.69,212.32
*CCC(C(=O)OC)C(*)C(=O)OC,1507.29,172.18
*CC(*)(C)C(=O)OCC#C,1349.43,124.13
*CC(*)(C#N)C(=O)OCC(C)C,1448.32,153.18
*CC(*)(C#N)C(=O)OC(C)C,1412.12,139.15
*CC(*)(C#N)C(=O)OCCCCCCC,1523.95,195.26
*CC(*)(CO)C(=O)OCC,1518.13,130.14
*CC(*)C(=O)NCCCCCCCC/C=C/CCCCCCCC,1732.3,321.53
*CC(*)(C)C(=O)Oc1ccc([N+](=O)[O-])cc1,1325.02,207.18
*C1C(=O)OC(=O)C1*,1207.65,114.06
*CC(*)(C)C(=O)OCCCCCCCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,1624.21,626.93
*CC(*)(C)C(=O)OCCOCCOCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,1616.04,630.88
*CC(*)C(=O)OC1CCCCCCCCCCC1,1630.19,238.36
*CC(*)F,1599.77,46.04
*CC(*)Cl,1087.3,62.49
*CC(*)(F)F,1517.43,64.04
*CC(*)(Cl)Cl,884.6,96.94
*C(F)C(*)(F)F,1464.5,82.03
*C(*)(F)F,1436.11,50.01
*C(F)(F)C(*)(F)Cl,1184.25,116.47
*CC/C=C(/*)Cl,1310.29,88.53
*C(*)F,1508.84,32.02
*CC(*)(F)C(F)(F)F,1481.77,114.05
*C(F)(F)C(*)(F)C(F)(F)F,1436.11,150.03
*CC(*)C(F)(F)F,1514.56,96.05
*CC(*)C(F)(F)C(F)(F)F,1487.7,146.06
*CC(*)C(F)(F)C(F)(F)C(F)(F)F,1474.55,196.07
*CC(*)Br,1113.57,106.94
*C(=C(F)F)C(*)(F)F,1414.26,112.03
*CCC(F)(F)C(*)(F)Cl,1305.2,144.52
*CCC(F)(F)C(*)(F)F,1517.43,128.07
*CC(*)(Br)Br,1011.81,185.84
*CC(F)(F)CC(*)(C(F)(F)F)C(F)(F)F,1481.77,228.09
*CC(*)CC(F)(F)F,1551.87,110.08
*CCCCCCCCC(Cl)C(*)Cl,1377.04,209.14
*CCCCCCCCCCC(Cl)C(*)Cl,1427.93,237.2
*CCCC(Cl)C(*)Cl,1159.96,139.01
*CC(*)CCC(F)(F)F,1580.75,124.11
*CC(F)(F)/C(F)=C(/*)Cl,1249.63,142.51
*/C=C(\F)C(F)(F)C*,1556.3,108.06
*/C(F)=C(\F)C(F)(C(*)(F)F)C(F)(F)F,1424.57,212.05
*C(*)(F)Cl,994.73,66.46
*C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1436.11,350.07
*CC(*)CCI,1274.75,182.0
*CC(*)CCCCCCCCCI,1461.39,280.18
*CC(*)CCCI,1312.86,196.02
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(Cl)C1(F)F,1313.19,328.52
*C(F)(F)C1(F)C(F)(F)C(*)(F)C1(F)F,1384.01,212.05
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C1(F)F,1400.71,312.07
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,1393.96,262.06
*/C(Cl)=C(\Cl)C(Cl)(Cl)C(*)(Cl)Cl,751.71,260.74
*CCCCCC(Cl)C(*)Cl,1268.66,167.07
*CC(*)CC(C)C(F)(F)F,1606.22,138.13
*CCC(Cl)C(*)Cl,1087.3,124.99
*/C=C/C(C*)(C(F)(F)F)C(F)(F)F,1558.25,190.09
*CC/C=C(/*)C,1826.94,68.11
*CC/C=C(/*)C,1826.94,68.11
*/C=C/C(C)C*,1934.84,68.11
*/C=C/C(C)C*,1934.84,68.11
*CC/C(C)=C(/*)C,1738.25,82.14
*CC/C(C)=C(/*)C,1738.25,82.14
*/C=C/C(C*)CC,1913.08,82.14
*/C=C/C(C*)CCC,1897.66,96.17
*C1C=CC(*)CC1,1711.1,80.12
*CC/C=C(/*)Cl,1310.29,88.53
*CC/C=C(/*)Cl,1310.29,88.53
*CC(*)=C,1458.99,40.06
*CC(*)C=C,1685.22,54.09
*CC(*)/C=C/C,1934.84,68.11
*CC(*)C=C(C)C,1827.73,82.14
*CC/C=C(/*)CCCCCCCCCC,1814.22,194.35
*CC/C=C(/*)C(C)(C)C,1830.62,110.19
*CC/C(C)=C(/*)C,1738.25,82.14
*CC/C=C(/*)C,1826.94,68.11
*/C=C/C(C)C(*)C,1917.21,82.14
*/C=C/C(C)(C)C(*)(C)C,1905.4,110.19
*/C=C/C(C(=O)OC(C)C)C(*)C(=O)OC(C)C,1618.91,226.26
*/C=C/C(C)C(*)C(=O)OCCCC,1705.42,168.23
*CC(C)/C=C(/*)C,1827.73,82.14
*/C=C/C=C/CC*,2015.63,80.12
*C1C=CC(*)C1,1690.67,66.1
*CO*,1709.52,30.03
*OC(*)C,1748.39,44.05
*OC(*)C(Cl)(Cl)Cl,875.16,147.38
*OC(*)CC,1762.63,58.08
*OC(*)(C)C,1777.95,58.08
*OC(*)CCC,1771.33,72.1
*OC(*)C(C)C,1776.05,72.1
*OC(*)CCC#N,1410.28,83.09
*OC(*)CCCC,1777.2,86.13
*OC(*)CCC(=O)OC,1559.59,116.11
*CCO*,1740.67,44.05
*CC(C)O*,1762.63,58.08
*CC(CCl)O*,1289.23,92.52
*CC(O*)C(F)(F)F,1530.16,112.05
*CC(CBr)O*,1244.21,136.97
*CC(CF)O*,1643.09,76.07
*CC(CC)O*,1771.33,72.1
*CC(C=C)O*,1671.18,70.09
*CC(COC)O*,1744.53,88.1
*CC(C)(C)O*,1783.67,72.1
*CC(C)(CCl)O*,1365.8,106.55
*CC(CCCC)O*,1781.42,100.16
*CC(O*)C(C)(C)C,1793.7,100.16
*CC(COCC)O*,1753.16,102.13
*CC(COCC=C)O*,1698.0,114.14
*CC(CC(C)(C)C)O*,1795.38,114.18
*CC(COCCCC)O*,1764.84,130.18
*CC(CCCCCC)O*,1787.1,128.21
*CC(COCCCCCC)O*,1772.38,158.23
*CC(O*)c1ccccc1,1322.0,120.14
*CC(COc1ccccc1)O*,1399.48,150.17
*CC(COc1ccc(C)cc1)O*,1453.75,164.2
*CC(COc1ccccc1C)O*,1453.75,164.2
*CC(COc1cccc(C)c1)O*,1453.75,164.2
*CC(COc1ccccc1Cl)O*,1247.26,184.61
*CC(COc1ccc(Cl)cc1)O*,1247.26,184.61
*CC(COc1c(Cl)cc(Cl)cc1Cl)O*,1102.42,253.5
*CC(COc1cccc2ccccc12)O*,1262.72,224.25
*CC(COc1ccc2ccccc2c1)O*,1262.72,224.25
*CC(COc1ccccc1C(C)C)O*,1507.12,192.25
*OC(C)C(*)C,1776.05,72.1
*OC(C)(C)C(*)C,1791.48,86.13
*OC(C)(C)C(*)(C)C,1802.59,100.16
*OC(F)(F)C(*)(F)F,1461.99,116.02
*CCCO*,1756.78,58.08
*CC(C)(C)CO*,1787.53,86.13
*CC(CO)(CO)CO*,1577.92,118.13
*CC(CO*)(COCC)COCC,1763.83,174.23
*CC(CCl)(CCl)CO*,1211.37,155.01
*CC(CI)(CI)CO*,1226.58,337.91
*CC(CBr)(CBr)CO*,1189.19,243.91
*CCCCO*,1766.61,72.1
*CCCCCCO*,1778.03,100.16
*CCCCCCCCO*,1784.44,128.21
*CCCCCCCCCO*,1786.7,142.23
*CCCCCCCCCCO*,1788.56,156.26
*CCCCCCCCCCCCO*,1791.42,184.31
*CC1(CO*)CCCCC1,1661.2,126.19
*CC1(CO*)CCC(C)CC1,1678.24,140.22
*Oc1ccc(*)cc1,1205.1,92.09
*Oc1cccc(*)c1,1205.1,92.09
*Oc1c(C)cc(*)cc1C,1473.73,120.14
*Oc1c(C)cc(*)cc1C(C)CCC,1581.86,176.25
*Oc1c(C)cc(*)cc1C(C)CCCC,1598.48,190.27
*Oc1c(OC)cc(*)cc1OC,1505.28,152.14
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,1187.1,244.28
*Oc1ccc(Cc2ccc(*)cc2)cc1,1214.7,182.21
*OC1C(C)(C)C(*)C1(C)C,1676.33,126.19
*CC1CCC(COCO*)CC1,1666.97,156.22
*CCOCO*,1728.04,74.08
*CCCCOCO*,1749.83,102.13
*CCCCCOCO*,1756.78,116.16
*CCCCCCOCO*,1762.23,130.18
*CCCCCCCCCOCO*,1773.25,172.26
*CCCCCCCCCCOCO*,1775.82,186.29
*CCCCCCCCCCCCCCOCO*,1783.12,242.39
*CCCCCCCCCCCCCCCCCCOCO*,1787.67,298.49
*CCCCCCOCCCCCCOCCCCCO*,1776.59,286.44
*CCCCCCCCCCOCCCCCCOCCCCCCO*,1782.64,356.57
*CCCCCCCCCCOCCCCCCCCCCOCCCCO*,1784.44,384.62
*CCCCCCCCCCOCCCCCCCCCCOCCCCCO*,1785.25,398.65
*CCCCCCCCCCOCCCCCCCCCCOCCCCCCO*,1786.0,412.68
*CCCCSSCCCCO*,1438.95,192.35
*CCCCSSCCCCOCO*,1475.49,222.37
*CCSSCCOCO*,1363.51,166.27
*CCSSCCO*,1287.25,136.24
*CCSSSSCCO*,1114.76,200.38
*Oc1ccc(Sc2ccc(*)cc2)cc1,1098.5,200.25
